delivery_id,from_zone,to_zone,time_slot,traffic,weather,weight_kg,distance_km,actual_time_min
6c894377,ZoneB,ZoneD,Afternoon,Medium,Clear,5,40,92.0
32eed8a7,ZoneB,ZoneD,Afternoon,Medium,Clear,5,50,88.64
e7731b80,ZoneB,ZoneD,Afternoon,Medium,Clear,10,2,3.72
455fc82e,ZoneB,ZoneD,Afternoon,Medium,Clear,10,10,21.12
cf9d58b7,ZoneB,ZoneD,Afternoon,Medium,Clear,10,20,38.82
6f5ef183,ZoneB,ZoneD,Afternoon,Medium,Clear,10,30,72.15
3158d544,ZoneB,ZoneD,Afternoon,Medium,Clear,10,40,90.57
591447e1,ZoneB,ZoneD,Afternoon,Medium,Clear,10,50,108.98
9dcf37ad,ZoneB,ZoneD,Afternoon,Medium,Clear,15,2,4.66
74dd6985,ZoneB,ZoneD,Afternoon,Medium,Clear,15,10,25.87
bcfdbad5,ZoneB,ZoneD,Afternoon,Medium,Clear,15,20,47.37
f1342d15,ZoneB,ZoneD,Afternoon,Medium,Clear,15,30,64.93
75f3ca3c,ZoneB,ZoneD,Afternoon,Medium,Clear,15,40,89.78
e1d91636,ZoneB,ZoneD,Afternoon,Medium,Clear,15,50,114.32
7b88ac44,ZoneB,ZoneD,Afternoon,Medium,Clear,20,2,5.2
8c71d3aa,ZoneB,ZoneD,Afternoon,Medium,Clear,20,10,23.91
1e3b82d7,ZoneB,ZoneD,Afternoon,Medium,Clear,20,20,48.64
64b875e8,ZoneB,ZoneD,Afternoon,Medium,Clear,20,30,63.75
091843b9,ZoneB,ZoneD,Afternoon,Medium,Clear,20,40,94.03
90eef7b5,ZoneB,ZoneD,Afternoon,Medium,Clear,20,50,112.54
5b608cde,ZoneB,ZoneD,Afternoon,Medium,Rainy,1,2,4.54
0a5643e0,ZoneB,ZoneD,Afternoon,Medium,Rainy,1,10,22.74
57fe7506,ZoneB,ZoneD,Afternoon,Medium,Rainy,1,20,50.93
04c93a08,ZoneB,ZoneD,Afternoon,Medium,Rainy,1,30,80.64
3d41201f,ZoneB,ZoneD,Afternoon,Medium,Rainy,1,40,109.48
f3ca1841,ZoneB,ZoneD,Afternoon,Medium,Rainy,1,50,121.49
b9d6944a,ZoneB,ZoneD,Afternoon,Medium,Rainy,5,2,5.04
7e535ec6,ZoneB,ZoneD,Afternoon,Medium,Rainy,5,10,24.47
98d3393c,ZoneB,ZoneD,Afternoon,Medium,Rainy,5,20,49.23
1250d2ca,ZoneB,ZoneD,Afternoon,Medium,Rainy,5,30,65.42
944f563e,ZoneB,ZoneD,Afternoon,Medium,Rainy,5,40,99.14
0170150d,ZoneB,ZoneD,Afternoon,Medium,Rainy,5,50,113.69
c11a929e,ZoneB,ZoneD,Afternoon,Medium,Rainy,10,2,4.53
8f5b0ec4,ZoneB,ZoneD,Afternoon,Medium,Rainy,10,10,24.12
9bd5719a,ZoneB,ZoneD,Afternoon,Medium,Rainy,10,20,46.99
78cfc469,ZoneB,ZoneD,Afternoon,Medium,Rainy,10,30,83.19
9a848282,ZoneB,ZoneD,Afternoon,Medium,Rainy,10,40,95.42
d3e3f2f5,ZoneB,ZoneD,Afternoon,Medium,Rainy,10,50,124.64
636689c7,ZoneB,ZoneD,Afternoon,Medium,Rainy,15,2,5.64
7ab9711d,ZoneB,ZoneD,Afternoon,Medium,Rainy,15,10,27.49
c4f24999,ZoneB,ZoneD,Afternoon,Medium,Rainy,15,20,55.35
bf143853,ZoneB,ZoneD,Afternoon,Medium,Rainy,15,30,92.32
f0242b40,ZoneB,ZoneD,Afternoon,Medium,Rainy,15,40,103.21
c746abc4,ZoneB,ZoneD,Afternoon,Medium,Rainy,15,50,122.91
419122da,ZoneB,ZoneD,Afternoon,Medium,Rainy,20,2,5.47
7e8e3e9b,ZoneB,ZoneD,Afternoon,Medium,Rainy,20,10,31.83
8fea1bcc,ZoneB,ZoneD,Afternoon,Medium,Rainy,20,20,66.3
f15760c4,ZoneB,ZoneD,Afternoon,Medium,Rainy,20,30,81.95
392c6dac,ZoneB,ZoneD,Afternoon,Medium,Rainy,20,40,89.97
518a69d5,ZoneB,ZoneD,Afternoon,Medium,Rainy,20,50,133.32
b6b084a9,ZoneB,ZoneD,Afternoon,Medium,Foggy,1,2,4.99
4383f50f,ZoneB,ZoneD,Afternoon,Medium,Foggy,1,10,25.33
8f522c56,ZoneB,ZoneD,Afternoon,Medium,Foggy,1,20,50.09
9527e428,ZoneB,ZoneD,Afternoon,Medium,Foggy,1,30,81.43
2555692f,ZoneB,ZoneD,Afternoon,Medium,Foggy,1,40,112.32
22ae0151,ZoneB,ZoneD,Afternoon,Medium,Foggy,1,50,147.47
d888f3f6,ZoneB,ZoneD,Afternoon,Medium,Foggy,5,2,6.04
2d28fc27,ZoneB,ZoneD,Afternoon,Medium,Foggy,5,10,27.62
7ed4e55b,ZoneB,ZoneD,Afternoon,Medium,Foggy,5,20,48.51
888213f3,ZoneB,ZoneD,Afternoon,Medium,Foggy,5,30,84.14
bca53811,ZoneB,ZoneD,Afternoon,Medium,Foggy,5,40,116.99
e4997246,ZoneB,ZoneD,Afternoon,Medium,Foggy,5,50,132.97
74f396c5,ZoneB,ZoneD,Afternoon,Medium,Foggy,10,2,5.53
832dbe31,ZoneB,ZoneD,Afternoon,Medium,Foggy,10,10,27.87
cfa93a4e,ZoneB,ZoneD,Afternoon,Medium,Foggy,10,20,58.86
2aaeaebb,ZoneB,ZoneD,Afternoon,Medium,Foggy,10,30,76.44
6d8ffd58,ZoneB,ZoneD,Afternoon,Medium,Foggy,10,40,117.21
4eb5efc8,ZoneB,ZoneD,Afternoon,Medium,Foggy,10,50,145.51
456d10f2,ZoneB,ZoneD,Afternoon,Medium,Foggy,15,2,5.64
caa4547d,ZoneB,ZoneD,Afternoon,Medium,Foggy,15,10,28.16
c8e0e689,ZoneB,ZoneD,Afternoon,Medium,Foggy,15,20,60.29
15685bd6,ZoneB,ZoneD,Afternoon,Medium,Foggy,15,30,101.51
e42eed53,ZoneB,ZoneD,Afternoon,Medium,Foggy,15,40,112.72
e9e35457,ZoneB,ZoneD,Afternoon,Medium,Foggy,15,50,133.23
7d1ddfc2,ZoneB,ZoneD,Afternoon,Medium,Foggy,20,2,6.2
7d47260a,ZoneB,ZoneD,Afternoon,Medium,Foggy,20,10,29.79
8c29e38f,ZoneB,ZoneD,Afternoon,Medium,Foggy,20,20,56.42
c1ae3f66,ZoneB,ZoneD,Afternoon,Medium,Foggy,20,30,87.18
126b14ee,ZoneB,ZoneD,Afternoon,Medium,Foggy,20,40,135.36
997b619f,ZoneB,ZoneD,Afternoon,Medium,Foggy,20,50,143.46
944529c7,ZoneB,ZoneD,Afternoon,High,Clear,1,2,5.78
bfd8b4b3,ZoneB,ZoneD,Afternoon,High,Clear,1,10,24.09
a3a244b6,ZoneB,ZoneD,Afternoon,High,Clear,1,20,47.1
5bab676e,ZoneB,ZoneD,Afternoon,High,Clear,1,30,77.62
47af2ba2,ZoneB,ZoneD,Afternoon,High,Clear,1,40,95.33
9a85971d,ZoneB,ZoneD,Afternoon,High,Clear,1,50,142.22
aa1c82af,ZoneB,ZoneD,Afternoon,High,Clear,5,2,5.31
541f59db,ZoneB,ZoneD,Afternoon,High,Clear,5,10,24.33
c5964fd9,ZoneB,ZoneD,Afternoon,High,Clear,5,20,50.53
ebe71531,ZoneB,ZoneD,Afternoon,High,Clear,5,30,87.03
b8256251,ZoneB,ZoneD,Afternoon,High,Clear,5,40,95.67
553619fe,ZoneB,ZoneD,Afternoon,High,Clear,5,50,146.72
0cff5ae1,ZoneB,ZoneD,Afternoon,High,Clear,10,2,6.35
5b3c282f,ZoneB,ZoneD,Afternoon,High,Clear,10,10,28.14
9126b8e5,ZoneB,ZoneD,Afternoon,High,Clear,10,20,53.59
5fb288fa,ZoneB,ZoneD,Afternoon,High,Clear,10,30,83.46
7aa302aa,ZoneB,ZoneD,Afternoon,High,Clear,10,40,122.67
e82c8b94,ZoneB,ZoneD,Afternoon,High,Clear,10,50,125.24
6ea0c27d,ZoneB,ZoneD,Afternoon,High,Clear,15,2,5.71
cccf19b8,ZoneB,ZoneD,Afternoon,High,Clear,15,10,30.44
b5ca3fc3,ZoneB,ZoneD,Afternoon,High,Clear,15,20,58.84
cada9b1f,ZoneB,ZoneD,Afternoon,High,Clear,15,30,85.64
db1f6224,ZoneB,ZoneD,Afternoon,High,Clear,15,40,116.49
1b69d3f2,ZoneB,ZoneD,Afternoon,High,Clear,15,50,158.87
0acca358,ZoneB,ZoneD,Afternoon,High,Clear,20,2,7.05
ca50446e,ZoneB,ZoneD,Afternoon,High,Clear,20,10,34.17
7a24cf66,ZoneB,ZoneD,Afternoon,High,Clear,20,20,65.59
9a958deb,ZoneB,ZoneD,Afternoon,High,Clear,20,30,95.55
024e1759,ZoneB,ZoneD,Afternoon,High,Clear,20,40,125.02
d0437b28,ZoneB,ZoneD,Afternoon,High,Clear,20,50,160.36
83efc4cd,ZoneB,ZoneD,Afternoon,High,Rainy,1,2,6.52
cf50e94e,ZoneB,ZoneD,Afternoon,High,Rainy,1,10,30.09
92a81a4c,ZoneB,ZoneD,Afternoon,High,Rainy,1,20,61.85
7e4b422c,ZoneB,ZoneD,Afternoon,High,Rainy,1,30,99.74
24fa3d8f,ZoneB,ZoneD,Afternoon,High,Rainy,1,40,113.23
98f05ea9,ZoneB,ZoneD,Afternoon,High,Rainy,1,50,144.72
a1a4dd82,ZoneB,ZoneD,Afternoon,High,Rainy,5,2,6.8
39f8ac4f,ZoneB,ZoneD,Afternoon,High,Rainy,5,10,33.82
129bc7fd,ZoneB,ZoneD,Afternoon,High,Rainy,5,20,68.62
0b6fd8fb,ZoneB,ZoneD,Afternoon,High,Rainy,5,30,101.56
d16b85f9,ZoneB,ZoneD,Afternoon,High,Rainy,5,40,135.18
d32cf18a,ZoneB,ZoneD,Afternoon,High,Rainy,5,50,169.64
f137b64c,ZoneB,ZoneD,Afternoon,High,Rainy,10,2,7.1
516673b6,ZoneB,ZoneD,Afternoon,High,Rainy,10,10,33.1
0c662253,ZoneB,ZoneD,Afternoon,High,Rainy,10,20,76.04
ace5090f,ZoneB,ZoneD,Afternoon,High,Rainy,10,30,109.63
c764bc85,ZoneB,ZoneD,Afternoon,High,Rainy,10,40,120.21
25e93ba3,ZoneB,ZoneD,Afternoon,High,Rainy,10,50,147.37
d4acba3c,ZoneB,ZoneD,Afternoon,High,Rainy,15,2,7.83
90b7f37a,ZoneB,ZoneD,Afternoon,High,Rainy,15,10,37.72
b286baca,ZoneB,ZoneD,Afternoon,High,Rainy,15,20,75.77
51fd1d89,ZoneB,ZoneD,Afternoon,High,Rainy,15,30,115.45
dc69b6ac,ZoneB,ZoneD,Afternoon,High,Rainy,15,40,149.6
36c9d2a4,ZoneB,ZoneD,Afternoon,High,Rainy,15,50,168.38
e59751ea,ZoneB,ZoneD,Afternoon,High,Rainy,20,2,7.36
be4fb555,ZoneB,ZoneD,Afternoon,High,Rainy,20,10,37.82
094d21cd,ZoneB,ZoneD,Afternoon,High,Rainy,20,20,73.71
3ccfcdbb,ZoneB,ZoneD,Afternoon,High,Rainy,20,30,119.32
b5160f8e,ZoneB,ZoneD,Afternoon,High,Rainy,20,40,126.94
5ad4babd,ZoneB,ZoneD,Afternoon,High,Rainy,20,50,200.4
69c655b1,ZoneB,ZoneD,Afternoon,High,Foggy,1,2,7.18
c106377f,ZoneB,ZoneD,Afternoon,High,Foggy,1,10,32.47
2db7163f,ZoneB,ZoneD,Afternoon,High,Foggy,1,20,68.83
444130e5,ZoneB,ZoneD,Afternoon,High,Foggy,1,30,112.59
1b09f29f,ZoneB,ZoneD,Afternoon,High,Foggy,1,40,151.61
a6f6e691,ZoneB,ZoneD,Afternoon,High,Foggy,1,50,186.33
96bfbed1,ZoneB,ZoneD,Afternoon,High,Foggy,5,2,6.8
8e91ac75,ZoneB,ZoneD,Afternoon,High,Foggy,5,10,33.96
d6d5c2ac,ZoneB,ZoneD,Afternoon,High,Foggy,5,20,74.53
a6588c0d,ZoneB,ZoneD,Afternoon,High,Foggy,5,30,102.07
b8671446,ZoneB,ZoneD,Afternoon,High,Foggy,5,40,140.45
d54ed64d,ZoneB,ZoneD,Afternoon,High,Foggy,5,50,174.25
f7417b9b,ZoneB,ZoneD,Afternoon,High,Foggy,10,2,7.77
cfdf47e1,ZoneB,ZoneD,Afternoon,High,Foggy,10,10,37.74
6f288d4a,ZoneB,ZoneD,Afternoon,High,Foggy,10,20,70.63
e75df0cc,ZoneB,ZoneD,Afternoon,High,Foggy,10,30,123.09
c1c56214,ZoneB,ZoneD,Afternoon,High,Foggy,10,40,148.0
7cf54f85,ZoneB,ZoneD,Afternoon,High,Foggy,10,50,164.72
79ddcae0,ZoneB,ZoneD,Afternoon,High,Foggy,15,2,7.51
063bea8a,ZoneB,ZoneD,Afternoon,High,Foggy,15,10,37.19
adffc457,ZoneB,ZoneD,Afternoon,High,Foggy,15,20,75.3
91200ff0,ZoneB,ZoneD,Afternoon,High,Foggy,15,30,121.4
e963b80e,ZoneB,ZoneD,Afternoon,High,Foggy,15,40,173.18
0da5f130,ZoneB,ZoneD,Afternoon,High,Foggy,15,50,191.81
24ae787e,ZoneB,ZoneD,Afternoon,High,Foggy,20,2,9.75
fcb948ae,ZoneB,ZoneD,Afternoon,High,Foggy,20,10,37.96
0e39739e,ZoneB,ZoneD,Afternoon,High,Foggy,20,20,73.87
5dafc2fb,ZoneB,ZoneD,Afternoon,High,Foggy,20,30,144.73
a708a822,ZoneB,ZoneD,Afternoon,High,Foggy,20,40,136.8
39025f9c,ZoneB,ZoneD,Afternoon,High,Foggy,20,50,204.32
17240be0,ZoneB,ZoneD,Evening,Low,Clear,1,2,3.74
e78ab935,ZoneB,ZoneD,Evening,Low,Clear,1,10,17.74
3085ff64,ZoneB,ZoneD,Evening,Low,Clear,1,20,34.99
e1bc35b5,ZoneB,ZoneD,Evening,Low,Clear,1,30,56.4
da8a5ca2,ZoneB,ZoneD,Evening,Low,Clear,1,40,82.81
d84493b5,ZoneB,ZoneD,Evening,Low,Clear,1,50,104.96
b1ed1a5b,ZoneB,ZoneD,Evening,Low,Clear,5,2,4.28
7ae6fded,ZoneB,ZoneD,Evening,Low,Clear,5,10,18.9
02c44b62,ZoneB,ZoneD,Evening,Low,Clear,5,20,36.63
c6c7357f,ZoneB,ZoneD,Evening,Low,Clear,5,30,54.43
c6ec0249,ZoneB,ZoneD,Evening,Low,Clear,5,40,75.46
6b164dd8,ZoneB,ZoneD,Evening,Low,Clear,5,50,97.72
e00a6062,ZoneB,ZoneD,Evening,Low,Clear,10,2,3.79
c0b3ed52,ZoneB,ZoneD,Evening,Low,Clear,10,10,19.99
691a97bf,ZoneB,ZoneD,Evening,Low,Clear,10,20,38.62
1c054576,ZoneB,ZoneD,Evening,Low,Clear,10,30,64.3
4b180ceb,ZoneB,ZoneD,Evening,Low,Clear,10,40,72.14
ace3216b,ZoneB,ZoneD,Evening,Low,Clear,10,50,110.23
15eeb509,ZoneB,ZoneD,Evening,Low,Clear,15,2,4.44
3a398099,ZoneB,ZoneD,Evening,Low,Clear,15,10,21.75
c6e87824,ZoneB,ZoneD,Evening,Low,Clear,15,20,41.04
9866a96f,ZoneB,ZoneD,Evening,Low,Clear,15,30,61.91
6acca75e,ZoneB,ZoneD,Evening,Low,Clear,15,40,73.76
9175dd9f,ZoneB,ZoneD,Evening,Low,Clear,15,50,108.65
94c840c0,ZoneB,ZoneD,Evening,Low,Clear,20,2,4.38
062f7cad,ZoneB,ZoneD,Evening,Low,Clear,20,10,23.55
e912e9d7,ZoneB,ZoneD,Evening,Low,Clear,20,20,41.49
4bf2fa7c,ZoneB,ZoneD,Evening,Low,Clear,20,30,71.61
43c7d7c3,ZoneB,ZoneD,Evening,Low,Clear,20,40,96.85
3eaaae8d,ZoneB,ZoneD,Evening,Low,Clear,20,50,118.88
3679c3fd,ZoneB,ZoneD,Evening,Low,Rainy,1,2,4.39
38a15bc7,ZoneB,ZoneD,Evening,Low,Rainy,1,10,20.25
88b46079,ZoneB,ZoneD,Evening,Low,Rainy,1,20,43.84
950e0049,ZoneB,ZoneD,Evening,Low,Rainy,1,30,62.56
c23e112b,ZoneB,ZoneD,Evening,Low,Rainy,1,40,91.39
ed24a4b1,ZoneB,ZoneD,Evening,Low,Rainy,1,50,120.45
402b3127,ZoneB,ZoneD,Evening,Low,Rainy,5,2,4.68
d00b4ce3,ZoneB,ZoneD,Evening,Low,Rainy,5,10,22.05
ed833c80,ZoneB,ZoneD,Evening,Low,Rainy,5,20,51.43
2a0d7cc1,ZoneB,ZoneD,Evening,Low,Rainy,5,30,68.27
24e54a74,ZoneB,ZoneD,Evening,Low,Rainy,5,40,86.17
ec64f9fe,ZoneB,ZoneD,Evening,Low,Rainy,5,50,116.65
ee956dfb,ZoneB,ZoneD,Evening,Low,Rainy,10,2,4.94
14a06615,ZoneB,ZoneD,Evening,Low,Rainy,10,10,27.6
b4e220e7,ZoneB,ZoneD,Evening,Low,Rainy,10,20,49.57
4d6aa057,ZoneB,ZoneD,Evening,Low,Rainy,10,30,74.37
1ad133c5,ZoneB,ZoneD,Evening,Low,Rainy,10,40,92.63
82877c57,ZoneB,ZoneD,Evening,Low,Rainy,10,50,111.86
04ea2da4,ZoneB,ZoneD,Evening,Low,Rainy,15,2,5.12
61e6ab19,ZoneB,ZoneD,Evening,Low,Rainy,15,10,24.95
1e252b7d,ZoneB,ZoneD,Evening,Low,Rainy,15,20,44.66
29002530,ZoneB,ZoneD,Evening,Low,Rainy,15,30,79.03
1b880be7,ZoneB,ZoneD,Evening,Low,Rainy,15,40,104.06
b2722aaa,ZoneB,ZoneD,Evening,Low,Rainy,15,50,133.04
0ca8fdb6,ZoneB,ZoneD,Evening,Low,Rainy,20,2,6.01
394709f0,ZoneB,ZoneD,Evening,Low,Rainy,20,10,25.25
ccf4ae2c,ZoneB,ZoneD,Evening,Low,Rainy,20,20,56.03
2b0a591c,ZoneB,ZoneD,Evening,Low,Rainy,20,30,84.11
21d1a7d4,ZoneB,ZoneD,Evening,Low,Rainy,20,40,93.89
ca17e35f,ZoneB,ZoneD,Evening,Low,Rainy,20,50,130.49
010f5035,ZoneB,ZoneD,Evening,Low,Foggy,1,2,4.08
1353e425,ZoneB,ZoneD,Evening,Low,Foggy,1,10,20.59
ecb9a403,ZoneB,ZoneD,Evening,Low,Foggy,1,20,46.2
97dbbf01,ZoneB,ZoneD,Evening,Low,Foggy,1,30,59.64
860a9180,ZoneB,ZoneD,Evening,Low,Foggy,1,40,92.42
7976e189,ZoneB,ZoneD,Evening,Low,Foggy,1,50,118.02
33b9d43f,ZoneB,ZoneD,Evening,Low,Foggy,5,2,5.45
54a1c836,ZoneB,ZoneD,Evening,Low,Foggy,5,10,25.93
18188c5b,ZoneB,ZoneD,Evening,Low,Foggy,5,20,53.78
6944c9ff,ZoneB,ZoneD,Evening,Low,Foggy,5,30,78.59
87795655,ZoneB,ZoneD,Evening,Low,Foggy,5,40,98.7
05c499a7,ZoneB,ZoneD,Evening,Low,Foggy,5,50,129.68
94b2d8b6,ZoneB,ZoneD,Evening,Low,Foggy,10,2,4.6
4760717c,ZoneB,ZoneD,Evening,Low,Foggy,10,10,27.66
81459259,ZoneB,ZoneD,Evening,Low,Foggy,10,20,50.91
d9ed9e07,ZoneB,ZoneD,Evening,Low,Foggy,10,30,82.01
60e9ba55,ZoneB,ZoneD,Evening,Low,Foggy,10,40,108.88
51c7da74,ZoneB,ZoneD,Evening,Low,Foggy,10,50,116.47
1a5f56c3,ZoneB,ZoneD,Evening,Low,Foggy,15,2,4.54
22184823,ZoneB,ZoneD,Evening,Low,Foggy,15,10,25.78
eec219ca,ZoneB,ZoneD,Evening,Low,Foggy,15,20,52.64
056f5d8e,ZoneB,ZoneD,Evening,Low,Foggy,15,30,74.57
5ed380bc,ZoneB,ZoneD,Evening,Low,Foggy,15,40,101.44
1125c324,ZoneB,ZoneD,Evening,Low,Foggy,15,50,136.14
4ea32743,ZoneB,ZoneD,Evening,Low,Foggy,20,2,5.72
698d41e3,ZoneB,ZoneD,Evening,Low,Foggy,20,10,28.72
9b8ea188,ZoneB,ZoneD,Evening,Low,Foggy,20,20,59.24
3270d421,ZoneB,ZoneD,Evening,Low,Foggy,20,30,89.38
de238743,ZoneB,ZoneD,Evening,Low,Foggy,20,40,116.47
c4228f24,ZoneB,ZoneD,Evening,Low,Foggy,20,50,122.51
17455f5c,ZoneB,ZoneD,Evening,Medium,Clear,1,2,4.35
64b62802,ZoneB,ZoneD,Evening,Medium,Clear,1,10,19.46
311cf0ed,ZoneB,ZoneD,Evening,Medium,Clear,1,20,40.86
a366bbc0,ZoneB,ZoneD,Evening,Medium,Clear,1,30,62.31
3ebd910f,ZoneB,ZoneD,Evening,Medium,Clear,1,40,70.95
ff3a5e9a,ZoneB,ZoneD,Evening,Medium,Clear,1,50,97.58
28975f5b,ZoneB,ZoneD,Evening,Medium,Clear,5,2,4.76
6c08aa54,ZoneB,ZoneD,Evening,Medium,Clear,5,10,19.05
c0aaea3a,ZoneB,ZoneD,Evening,Medium,Clear,5,20,37.13
b5803bff,ZoneB,ZoneD,Evening,Medium,Clear,5,30,63.65
f3022e60,ZoneB,ZoneD,Evening,Medium,Clear,5,40,84.41
22d3368d,ZoneB,ZoneD,Evening,Medium,Clear,5,50,114.49
c4f2bd57,ZoneB,ZoneD,Evening,Medium,Clear,10,2,4.8
5457c804,ZoneB,ZoneD,Evening,Medium,Clear,10,10,21.93
6acee9cd,ZoneB,ZoneD,Evening,Medium,Clear,10,20,43.1
05eff11d,ZoneB,ZoneD,Evening,Medium,Clear,10,30,59.4
6f6584f2,ZoneB,ZoneD,Evening,Medium,Clear,10,40,95.16
a37e30dd,ZoneB,ZoneD,Evening,Medium,Clear,10,50,111.36
68670c08,ZoneB,ZoneD,Evening,Medium,Clear,15,2,4.02
98bbfe77,ZoneB,ZoneD,Evening,Medium,Clear,15,10,25.26
f8f8c87b,ZoneB,ZoneD,Evening,Medium,Clear,15,20,38.42
7e728e81,ZoneB,ZoneD,Evening,Medium,Clear,15,30,71.1
4eb60f60,ZoneB,ZoneD,Evening,Medium,Clear,15,40,94.56
91c7898e,ZoneB,ZoneD,Evening,Medium,Clear,15,50,105.74
51e6539c,ZoneB,ZoneD,Evening,Medium,Clear,20,2,4.87
e19eae5f,ZoneB,ZoneD,Evening,Medium,Clear,20,10,21.97
11ba70b7,ZoneB,ZoneD,Evening,Medium,Clear,20,20,43.44
366e2515,ZoneB,ZoneD,Evening,Medium,Clear,20,30,70.75
8f0e933f,ZoneB,ZoneD,Evening,Medium,Clear,20,40,98.61
009e64a3,ZoneB,ZoneD,Evening,Medium,Clear,20,50,126.68
06337f35,ZoneB,ZoneD,Evening,Medium,Rainy,1,2,4.91
ab8c5be7,ZoneB,ZoneD,Evening,Medium,Rainy,1,10,24.47
160b257c,ZoneB,ZoneD,Evening,Medium,Rainy,1,20,55.15
eae472c1,ZoneB,ZoneD,Evening,Medium,Rainy,1,30,78.08
017f1acd,ZoneB,ZoneD,Evening,Medium,Rainy,1,40,102.42
b7b7c8af,ZoneB,ZoneD,Evening,Medium,Rainy,1,50,125.72
dd546389,ZoneB,ZoneD,Evening,Medium,Rainy,5,2,4.74
52242527,ZoneB,ZoneD,Evening,Medium,Rainy,5,10,23.38
e92051bb,ZoneB,ZoneD,Evening,Medium,Rainy,5,20,44.9
e79052ea,ZoneB,ZoneD,Evening,Medium,Rainy,5,30,68.1
199f71ca,ZoneB,ZoneD,Evening,Medium,Rainy,5,40,84.67
33e02601,ZoneB,ZoneD,Evening,Medium,Rainy,5,50,133.7
1e9dddd2,ZoneB,ZoneD,Evening,Medium,Rainy,10,2,5.27
eb281bd9,ZoneB,ZoneD,Evening,Medium,Rainy,10,10,27.31
b87c8a80,ZoneB,ZoneD,Evening,Medium,Rainy,10,20,51.84
d8ec2195,ZoneB,ZoneD,Evening,Medium,Rainy,10,30,78.5
08973a53,ZoneB,ZoneD,Evening,Medium,Rainy,10,40,103.77
0d93af87,ZoneB,ZoneD,Evening,Medium,Rainy,10,50,143.48
45ae138d,ZoneB,ZoneD,Evening,Medium,Rainy,15,2,5.64
81373468,ZoneB,ZoneD,Evening,Medium,Rainy,15,10,25.57
2f1ee5bf,ZoneB,ZoneD,Evening,Medium,Rainy,15,20,54.51
1ea46b4f,ZoneB,ZoneD,Evening,Medium,Rainy,15,30,92.5
9b587677,ZoneB,ZoneD,Evening,Medium,Rainy,15,40,116.3
a8043dab,ZoneB,ZoneD,Evening,Medium,Rainy,15,50,143.95
088d3a58,ZoneB,ZoneD,Evening,Medium,Rainy,20,2,5.17
fa863bd7,ZoneB,ZoneD,Evening,Medium,Rainy,20,10,29.51
8b28a49f,ZoneB,ZoneD,Evening,Medium,Rainy,20,20,55.43
97c497b6,ZoneB,ZoneD,Evening,Medium,Rainy,20,30,77.97
d58c622c,ZoneB,ZoneD,Evening,Medium,Rainy,20,40,120.98
41f5b3e5,ZoneB,ZoneD,Evening,Medium,Rainy,20,50,147.74
30f973f0,ZoneB,ZoneD,Evening,Medium,Foggy,1,2,5.56
c3562547,ZoneB,ZoneD,Evening,Medium,Foggy,1,10,24.25
a9f886c6,ZoneB,ZoneD,Evening,Medium,Foggy,1,20,52.01
067a0dee,ZoneB,ZoneD,Evening,Medium,Foggy,1,30,83.64
7d95bb01,ZoneB,ZoneD,Evening,Medium,Foggy,1,40,109.07
6cd3a3fd,ZoneB,ZoneD,Evening,Medium,Foggy,1,50,136.23
37898d0b,ZoneB,ZoneD,Evening,Medium,Foggy,5,2,5.61
8a109981,ZoneB,ZoneD,Evening,Medium,Foggy,5,10,29.18
67387f43,ZoneB,ZoneD,Evening,Medium,Foggy,5,20,56.51
89e0dfbb,ZoneB,ZoneD,Evening,Medium,Foggy,5,30,85.28
56f76bc6,ZoneB,ZoneD,Evening,Medium,Foggy,5,40,97.1
5c835993,ZoneB,ZoneD,Evening,Medium,Foggy,5,50,125.74
b7a303c3,ZoneB,ZoneD,Evening,Medium,Foggy,10,2,5.38
1502d2d0,ZoneB,ZoneD,Evening,Medium,Foggy,10,10,26.7
9f9ad6a3,ZoneB,ZoneD,Evening,Medium,Foggy,10,20,58.92
92e39178,ZoneB,ZoneD,Evening,Medium,Foggy,10,30,80.7
0954bb44,ZoneB,ZoneD,Evening,Medium,Foggy,10,40,125.61
e8e4f2d3,ZoneB,ZoneD,Evening,Medium,Foggy,10,50,131.07
d81a2a5d,ZoneB,ZoneD,Evening,Medium,Foggy,15,2,6.21
2fe58513,ZoneB,ZoneD,Evening,Medium,Foggy,15,10,31.58
6fa81f2d,ZoneB,ZoneD,Evening,Medium,Foggy,15,20,56.07
0e21aa58,ZoneB,ZoneD,Evening,Medium,Foggy,15,30,91.96
55307c8e,ZoneB,ZoneD,Evening,Medium,Foggy,15,40,137.82
5b55ae28,ZoneB,ZoneD,Evening,Medium,Foggy,15,50,170.66
78e3b477,ZoneB,ZoneD,Evening,Medium,Foggy,20,2,6.55
90c4673d,ZoneB,ZoneD,Evening,Medium,Foggy,20,10,31.53
98b906cc,ZoneB,ZoneD,Evening,Medium,Foggy,20,20,61.08
fb6d5fe1,ZoneB,ZoneD,Evening,Medium,Foggy,20,30,85.71
43ee772a,ZoneB,ZoneD,Evening,Medium,Foggy,20,40,108.14
4fabd7ca,ZoneB,ZoneD,Evening,Medium,Foggy,20,50,178.15
01580d5a,ZoneB,ZoneD,Evening,High,Clear,1,2,4.82
047cfef7,ZoneB,ZoneD,Evening,High,Clear,1,10,26.73
e0250a9c,ZoneB,ZoneD,Evening,High,Clear,1,20,50.93
797e3286,ZoneB,ZoneD,Evening,High,Clear,1,30,68.96
